hgu133plus2ID,HGNC.symbol,number.sources,databases.foundin,times.mapped.to
208575_at,NA,1,GO:0005576,1
214509_at,NA,1,GO:0005576,1
236278_at,HIST1H3E,1,GO:0005576,2
206110_at,HIST1H3H,1,GO:0005576,2
212242_at,TUBA4A,1,GO:0005576,1
235741_at,PPIA,1,GO:0005576,1
211378_x_at,PPIA,1,GO:0005576,1
211765_x_at,PPIA,1,GO:0005576,1
217602_at,PPIA,1,GO:0005576,1
212661_x_at,PPIA,1,GO:0005576,1
211978_x_at,PPIA,1,GO:0005576,1
226336_at,PPIA,1,GO:0005576,1
201293_x_at,PPIA,1,GO:0005576,1
232035_at,NA,1,GO:0005576,1
208180_s_at,NA,1,GO:0005576,1
206951_at,NA,1,GO:0005576,1
205967_at,NA,1,GO:0005576,1
214516_at,NA,1,GO:0005576,1
208046_at,NA,1,GO:0005576,1
214562_at,NA,1,GO:0005576,1
208580_x_at,NA,1,GO:0005576,1
214463_x_at,NA,1,GO:0005576,1
214634_at,NA,1,GO:0005576,1
207046_at,NA,1,GO:0005576,1
216438_s_at,TMSB4X,1,GO:0005576,1
1554202_x_at,CABP4,1,GO:0005576,1
1554201_at,CABP4,1,GO:0005576,1
1552890_a_at,CABP4,1,GO:0005576,1
208374_s_at,CAPZA1,1,GO:0005576,1
241275_at,CAPZA1,1,GO:0005576,1
231169_at,TXLNA,1,GO:0005576,1
1561358_at,TXLNA,1,GO:0005576,1
212300_at,TXLNA,1,GO:0005576,1
203864_s_at,ACTN2,1,GO:0005576,1
203861_s_at,ACTN2,1,GO:0005576,1
203862_s_at,ACTN2,1,GO:0005576,1
203863_at,ACTN2,1,GO:0005576,1
205627_at,CDA,1,GO:0005576,1
224731_at,HMGB1,1,GO:0005576,1
200679_x_at,HMGB1,1,GO:0005576,1
200680_x_at,HMGB1,1,GO:0005576,1
214938_x_at,HMGB1,1,GO:0005576,1
224734_at,HMGB1,1,GO:0005576,1
203471_s_at,PLEK,1,GO:0005576,1
203470_s_at,PLEK,1,GO:0005576,1
200634_at,PFN1,1,GO:0005576,1
1561521_at,S100B,1,GO:0005576,1
209686_at,S100B,1,GO:0005576,1
214687_x_at,ALDOA,1,GO:0005576,1
238996_x_at,ALDOA,1,GO:0005576,1
200966_x_at,ALDOA,1,GO:0005576,1
224795_x_at,NA,1,GO:0005576,1
221671_x_at,NA,1,GO:0005576,1
221651_x_at,NA,1,GO:0005576,1
208532_x_at,KRTAP5-8,1,GO:0005576,1
210935_s_at,WDR1,1,GO:0005576,1
200609_s_at,WDR1,1,GO:0005576,1
210936_at,WDR1,1,GO:0005576,1
200611_s_at,WDR1,1,GO:0005576,1
244672_at,WDR1,1,GO:0005576,1
240282_at,WDR1,1,GO:0005576,1
214456_x_at,NA,1,GO:0005576,1
208607_s_at,NA,1,GO:0005576,2
225614_at,SAAL1,1,GO:0005576,3
235915_at,NA,1,GO:0005576,1
221013_s_at,APOL2,1,GO:0005576,3
221653_x_at,APOL2,1,GO:0005576,3
230072_at,TBC1D15,1,GO:0005576,1
218268_at,TBC1D15,1,GO:0005576,1
206819_at,POM121L9P,1,clark,1
222253_s_at,POM121L9P,1,clark,1
202809_s_at,INTS3,1,clark,1
227992_s_at,LINC00085,1,clark,1
232093_at,LINC00085,1,clark,1
214395_x_at,EEF1D,1,clark,1
203113_s_at,EEF1D,1,clark,1
214394_x_at,EEF1D,1,clark,1
213087_s_at,EEF1D,1,clark,1
236059_at,LOC100130428,1,clark,1
232846_s_at,NA,1,clark,1
220126_at,PRSS50,1,Zhang,1
218459_at,TOR3A,1,Zhang,1
233851_s_at,TOR3A,1,Zhang,1
240044_x_at,TNRC6B,1,Zhang,1
230779_at,TNRC6B,1,Zhang,1
1558142_at,TNRC6B,1,Zhang,1
213254_at,TNRC6B,1,Zhang,1
228998_at,TNRC6B,1,Zhang,1
238468_at,TNRC6B,1,Zhang,1
229036_at,TNRC6B,1,Zhang,1
212353_at,SULF1,1,Zhang,1
212354_at,SULF1,1,Zhang,1
212344_at,SULF1,1,Zhang,1
240048_at,STRC,1,Zhang,1
1561306_s_at,STRC,1,Zhang,1
207066_at,HRC,1,Zhang,1
229592_at,LOC100507501,1,Zhang,1
235718_at,SRL,1,Zhang,1
204293_at,SGSH,1,Zhang,1
35626_at,SGSH,1,Zhang,1
200902_at,15-Sep,1,Zhang,1
238047_at,ARHGAP36,1,Zhang,1
212923_s_at,PXDC1,1,Zhang,1
200661_at,CTSA,1,Zhang,1
228845_at,PLBD2,1,Zhang,1
203948_s_at,MPO,1,Zhang,1
203949_at,MPO,1,Zhang,1
229453_at,NA,1,Zhang,1
208612_at,PDIA3,1,Zhang,1
227033_at,PDIA3,1,Zhang,1
218717_s_at,LEPREL1,1,Zhang,1
230813_at,LEPREL1,1,Zhang,1
205432_at,OVGP1,1,Zhang,1
1553746_a_at,OTOGL,1,Zhang,1
212775_at,OBSL1,1,Zhang,1
213946_s_at,OBSL1,1,Zhang,1
212776_s_at,OBSL1,1,Zhang,1
227573_s_at,OBSL1,1,Zhang,1
225510_at,OAF,1,Zhang,1
228939_at,OAF,1,Zhang,1
208709_s_at,NRD1,1,Zhang,1
229422_at,NRD1,1,Zhang,1
204684_at,NPTX1,1,Zhang,1
205825_at,PCSK1,1,Zhang,1
209166_s_at,MAN2B1,1,Zhang,1
201847_at,LIPA,1,Zhang,1
236156_at,LIPA,1,Zhang,1
210339_s_at,KLK2,1,Zhang,1
209855_s_at,KLK2,1,Zhang,1
209854_s_at,KLK2,1,Zhang,1
1555545_at,KLK2,1,Zhang,1
212942_s_at,KIAA1199,1,Zhang,1
1554685_a_at,KIAA1199,1,Zhang,1
205057_s_at,IDUA,1,Zhang,1
213723_s_at,IDUA,1,Zhang,1
205059_s_at,IDUA,1,Zhang,1
212221_x_at,IDS,1,Zhang,1
206342_x_at,IDS,1,Zhang,1
236823_at,IDS,1,Zhang,1
211782_at,IDS,1,Zhang,1
217432_s_at,IDS,1,Zhang,1
232241_at,LINC00894,1,Zhang,1
202438_x_at,IDS,1,Zhang,1
202439_s_at,IDS,1,Zhang,1
1556026_at,LINC00893,1,Zhang,1
213821_s_at,IDS,1,Zhang,1
212223_at,IDS,1,Zhang,1
204868_at,ICT1,1,Zhang,1
200825_s_at,HYOU1,1,Zhang,1
222644_s_at,COLGALT1,1,Zhang,1
218473_s_at,COLGALT1,1,Zhang,1
236866_at,GALNS,1,Zhang,1
206335_at,GALNS,1,Zhang,1
209668_x_at,CES2,1,Zhang,1
209667_at,CES2,1,Zhang,1
213509_x_at,CES2,1,Zhang,1
226594_at,ENTPD5,1,Zhang,1
1554094_at,ENTPD5,1,Zhang,1
205757_at,ENTPD5,1,Zhang,1
1554540_at,DNAH14,1,Zhang,1
1567861_at,DNAH14,1,Zhang,1
1567862_at,DNAH14,1,Zhang,1
242283_at,DNAH14,1,Zhang,1
218923_at,CTBS,1,Zhang,1
218924_s_at,CTBS,1,Zhang,1
232619_at,ACTL10,1,Zhang,1
233797_s_at,CST11,1,Zhang,1
233968_at,CST11,1,Zhang,1
225437_s_at,BRAT1,1,Zhang,1
236724_at,CFC1,1,Zhang,1
223752_at,CFC1,1,Zhang,1
228878_s_at,CFC1B,1,Zhang,1
203657_s_at,CTSF,1,Zhang,1
205927_s_at,CTSE,1,Zhang,1
207317_s_at,CASQ2,1,Zhang,1
219645_at,CASQ1,1,Zhang,1
1552421_a_at,CALR3,1,Zhang,1
206209_s_at,CA4,1,Zhang,1
206208_at,CA4,1,Zhang,1
205750_at,BPHL,1,Zhang,1
208013_s_at,ACRV1,1,Zhang,1
207990_x_at,ACRV1,1,Zhang,1
207991_x_at,ACRV1,1,Zhang,1
207973_x_at,ACRV1,1,Zhang,1
206776_x_at,ACRV1,1,Zhang,1
207969_x_at,ACRV1,1,Zhang,1
204333_s_at,AGA,1,Zhang,1
216064_s_at,AGA,1,Zhang,1
204332_s_at,AGA,1,Zhang,1
205894_at,ARSE,1,Zhang,1
232423_at,ARSD,1,Zhang,1
225280_x_at,ARSD,1,Zhang,1
225286_at,ARSD,1,Zhang,1
230131_x_at,ARSD,1,Zhang,1
206831_s_at,ARSD,1,Zhang,1
223696_at,ARSD,1,Zhang,1
207784_at,ARSD,1,Zhang,1
223695_s_at,ARSD,1,Zhang,1
206129_s_at,ARSB,1,Zhang,1
1554032_at,ARSB,1,Zhang,1
1554030_at,ARSB,1,Zhang,1
232197_x_at,ARSB,1,Zhang,1
237316_at,ANKDD1A,1,Zhang,1
229497_at,ANKDD1A,1,Zhang,1
209259_s_at,SMC3,1,uniprot_secreted1,1
209257_s_at,SMC3,1,uniprot_secreted1,1
209258_s_at,SMC3,1,uniprot_secreted1,1
1556925_at,SMC3,1,uniprot_secreted1,1
224436_s_at,NIPSNAP3A,1,uniprot_secreted1,1
206207_at,CLC,1,uniprot_secreted1,1
1555464_at,IFIH1,1,uniprot_secreted1,1
219209_at,IFIH1,1,uniprot_secreted1,1
216020_at,IFIH1,1,uniprot_secreted1,1
241300_at,NA,1,uniprot_secreted1,1
203328_x_at,IDE,1,uniprot_secreted1,1
203327_at,IDE,1,uniprot_secreted1,1
217496_s_at,IDE,1,uniprot_secreted1,1
205042_at,GNE,1,uniprot_secreted1,1
210455_at,R3HCC1L,1,uniprot_secreted1,1
228374_at,R3HCC1L,1,uniprot_secreted1,1
230259_at,FUOM,1,uniprot_secreted1,1
204971_at,CSTA,1,uniprot_secreted1,1
209389_x_at,DBI,1,uniprot_secreted1,1
202428_x_at,DBI,1,uniprot_secreted1,1
211070_x_at,DBI,1,uniprot_secreted1,1
211738_x_at,CELA3A,1,signal,1
210080_x_at,CELA3A,1,signal,1
1558046_x_at,LOC389906,1,signal,1
1564639_at,LOC100291323,1,signal,1
238717_at,LOC441528,1,signal,1
1564232_at,LOC441528,1,signal,1
1569629_x_at,LOC389906,1,signal,1
